Date,PM2.5,PM10,NO2,CO,SO2,O3,tavg,rh,wspd,AQI
2015-01-01,313.22,607.98,36.39,15.2,9.25,41.68,14.9,6.313373253493014,5.719522471910112,472.0
2015-01-02,186.18,269.55,32.87,9.54,6.65,29.97,14.7,5.1,5.719522471910112,454.0
2015-01-03,87.18,131.9,30.31,10.61,2.65,19.71,15.0,7.1,5.719522471910112,143.0
2015-01-04,151.84,241.84,36.91,11.54,4.63,25.36,14.2,0.0,5.719522471910112,319.0
2015-01-05,146.6,219.13,34.92,9.2,3.33,23.2,13.9,6.313373253493014,5.719522471910112,325.0
2015-01-06,149.58,252.1,37.84,9.44,3.66,26.83,12.0,6.313373253493014,5.719522471910112,318.0
2015-01-07,217.87,376.51,40.15,9.78,5.82,28.96,9.8,6.313373253493014,5.719522471910112,353.0
2015-01-08,229.9,360.95,43.16,11.01,3.31,30.51,10.1,6.313373253493014,5.719522471910112,383.0
2015-01-09,201.66,397.43,38.56,11.09,3.48,32.94,10.5,6.313373253493014,5.719522471910112,375.0
2015-01-10,221.02,361.74,46.39,9.7,5.91,34.12,11.2,6.313373253493014,5.719522471910112,376.0
2015-01-11,205.41,393.2,47.29,10.98,5.54,50.37,11.1,6.313373253493014,5.719522471910112,379.0
2015-01-12,212.41,345.63,44.71,9.3,5.17,40.08,10.6,6.313373253493014,5.719522471910112,375.0
2015-01-13,197.61,301.04,45.88,11.52,5.95,39.54,12.3,6.313373253493014,5.719522471910112,366.0
2015-01-14,164.39,227.38,41.17,10.32,4.85,42.05,12.1,0.5,5.719522471910112,353.0
2015-01-15,166.19,283.93,56.7,10.81,6.94,43.25,12.3,0.0,5.719522471910112,340.0
2015-01-16,174.98,309.99,49.41,11.46,4.69,34.7,13.0,6.313373253493014,5.719522471910112,356.0
2015-01-17,196.46,356.2,53.04,8.87,5.13,25.77,13.6,6.313373253493014,5.719522471910112,360.0
2015-01-18,201.51,359.75,53.77,8.99,5.43,23.22,13.2,6.313373253493014,5.719522471910112,370.0
2015-01-19,183.35,305.13,39.88,9.02,4.21,25.34,13.9,6.313373253493014,5.719522471910112,362.0
2015-01-20,165.63,257.04,34.23,8.03,4.11,22.69,13.4,6.313373253493014,5.719522471910112,340.0
2015-01-21,159.54,235.27,22.56,9.01,7.05,18.56,13.2,6.313373253493014,5.719522471910112,338.0
2015-01-22,143.68,183.89,21.82,10.58,8.64,6.94,12.6,3.0,5.719522471910112,332.0
2015-01-23,128.73,136.07,17.35,8.74,6.77,10.91,14.7,7.1,5.719522471910112,254.0
2015-01-24,164.98,200.02,15.77,9.39,8.89,9.35,12.5,0.0,5.719522471910112,324.0
2015-01-25,148.59,203.81,20.83,11.44,5.96,16.65,13.1,6.313373253493014,5.719522471910112,333.0
2015-01-26,129.34,137.86,25.66,10.19,6.78,18.18,13.7,1.0,5.719522471910112,292.0
2015-01-27,154.2,217.2,30.39,10.36,6.42,17.11,13.3,0.8,5.719522471910112,318.0
2015-01-28,134.6,156.9,28.6,10.21,5.21,15.23,12.6,0.0,5.719522471910112,295.0
2015-01-29,173.13,277.0,38.34,11.74,5.53,16.29,12.2,6.313373253493014,5.719522471910112,327.0
2015-01-30,178.04,272.61,38.43,11.58,6.43,14.91,12.7,6.313373253493014,5.719522471910112,345.0
2015-01-31,158.59,207.06,41.36,8.7,5.03,17.51,13.8,6.313373253493014,5.719522471910112,334.0
2015-02-01,211.59,371.05,58.17,13.08,9.9,23.28,15.1,6.313373253493014,5.719522471910112,358.0
2015-02-02,163.64,219.84,37.25,10.59,5.31,28.38,17.3,6.313373253493014,5.719522471910112,349.0
2015-02-03,157.71,194.09,31.05,8.21,5.64,28.56,16.7,6.313373253493014,5.719522471910112,334.0
2015-02-04,137.26,147.08,29.69,9.11,5.06,15.07,14.6,6.313373253493014,5.719522471910112,313.0
2015-02-05,131.76,127.42,36.51,8.18,4.85,21.7,14.4,6.313373253493014,5.719522471910112,262.0
2015-02-06,151.6,330.99,67.0,5.51,9.13,33.92,15.2,6.313373253493014,5.719522471910112,303.0
2015-02-07,160.75,210.52,57.69,10.28,6.91,43.44,15.7,6.313373253493014,5.719522471910112,329.0
2015-02-08,145.34,215.69,50.39,5.39,8.66,30.43,16.7,6.313373253493014,5.719522471910112,323.0
2015-02-09,134.67,109.86,39.18,5.11,9.7,20.62,16.9,6.313373253493014,5.719522471910112,266.0
2015-02-10,153.07,218.23,42.2,10.88,5.81,19.02,15.8,6.313373253493014,5.719522471910112,319.0
2015-02-11,116.91,316.14,53.63,12.64,7.54,27.17,16.1,6.313373253493014,5.719522471910112,334.0
2015-02-12,177.98,394.97,42.73,13.75,9.2,25.58,15.6,6.313373253493014,5.719522471910112,342.0
2015-02-13,167.01,328.43,44.61,11.26,7.77,27.62,17.2,6.313373253493014,5.719522471910112,341.0
2015-02-14,193.96,412.46,53.81,11.73,9.36,34.22,19.3,6.313373253493014,5.719522471910112,377.0
2015-02-15,184.06,497.37,58.15,13.78,9.13,40.91,18.9,6.313373253493014,5.719522471910112,391.0
2015-02-16,152.62,310.74,44.22,11.55,6.79,34.36,20.7,6.313373253493014,5.719522471910112,358.0
2015-02-17,161.27,195.78,25.4,10.3,5.6,41.62,20.7,6.313373253493014,5.719522471910112,327.0
2015-02-18,188.2,253.53,60.29,16.23,8.65,36.54,21.3,6.313373253493014,5.719522471910112,365.0
2015-02-19,159.97,193.78,40.51,13.11,5.08,31.88,22.9,6.313373253493014,5.719522471910112,352.0
2015-02-20,144.12,162.2,34.71,11.45,5.93,31.61,22.8,2.0,5.719522471910112,317.0
2015-02-21,155.38,191.03,45.11,14.21,12.24,30.11,21.9,0.0,5.719522471910112,320.0
2015-02-22,124.1,107.61,31.83,9.73,5.68,27.19,22.2,6.313373253493014,5.719522471910112,279.0
2015-02-23,141.39,157.01,38.23,9.29,9.43,36.86,21.6,6.313373253493014,5.719522471910112,281.0
2015-02-24,170.16,238.33,48.4,14.17,9.28,37.39,22.9,6.313373253493014,5.719522471910112,354.0
2015-02-25,148.19,169.57,29.28,14.13,5.94,31.57,23.2,0.0,5.719522471910112,340.0
2015-02-26,140.78,171.64,20.95,13.61,6.98,28.72,20.0,0.0,5.719522471910112,323.0
2015-02-27,130.42,163.67,24.75,12.78,12.12,34.08,19.2,6.313373253493014,5.719522471910112,315.0
2015-02-28,105.86,169.28,20.65,11.8,12.48,41.38,21.2,6.313373253493014,5.719522471910112,310.0
2015-03-01,71.83,98.89,21.42,11.62,10.99,22.51,17.3,7.9,5.719522471910112,324.0
2015-03-02,53.71,60.15,13.43,10.19,3.21,22.08,17.4,56.9,5.719522471910112,226.0
2015-03-03,83.49,112.1,23.75,11.72,5.07,20.83,16.1,7.1,5.719522471910112,266.0
2015-03-04,91.07,139.15,24.28,10.64,4.68,25.83,16.8,0.0,5.719522471910112,200.0
2015-03-05,106.57,196.19,31.12,9.36,5.97,32.88,18.8,6.313373253493014,5.719522471910112,275.0
2015-03-06,101.75,163.14,26.59,10.55,5.96,33.67,20.2,6.313373253493014,5.719522471910112,322.0
2015-03-07,77.57,90.54,19.15,9.48,5.18,23.09,18.6,6.313373253493014,5.719522471910112,216.0
2015-03-08,63.24,80.2,20.35,8.19,3.98,20.71,19.4,6.313373253493014,5.719522471910112,108.0
2015-03-09,76.62,117.38,18.21,9.02,4.2,22.85,18.1,6.313373253493014,5.719522471910112,197.0
2015-03-10,86.7,150.92,18.82,7.98,3.84,25.87,17.7,6.313373253493014,5.719522471910112,238.0
2015-03-11,104.29,176.2,25.63,10.76,6.3,29.62,18.3,6.313373253493014,5.719522471910112,274.0
2015-03-12,115.93,203.75,32.29,11.3,7.03,35.05,20.6,6.313373253493014,5.719522471910112,315.0
2015-03-13,108.66,173.89,30.75,10.23,10.65,34.05,21.3,6.313373253493014,5.719522471910112,307.0
2015-03-14,67.94,105.29,29.78,9.18,10.14,23.39,21.6,6.313373253493014,5.719522471910112,208.0
2015-03-15,38.89,46.68,17.76,8.23,4.25,22.0,17.7,6.313373253493014,5.719522471910112,165.0
2015-03-16,45.39,74.14,17.14,7.87,8.8,25.55,20.5,6.313373253493014,5.719522471910112,188.0
2015-03-17,55.55,104.33,20.96,10.45,7.19,23.11,20.7,6.313373253493014,5.719522471910112,217.0
2015-03-18,50.59,95.56,16.6,7.83,3.6,27.5,20.3,6.313373253493014,5.719522471910112,191.0
2015-03-19,69.51,136.67,23.77,7.89,4.97,27.07,21.1,6.313373253493014,5.719522471910112,240.0
2015-03-20,96.62,168.0,29.04,9.59,6.66,29.01,22.5,6.313373253493014,5.719522471910112,229.0
2015-03-21,96.28,172.91,29.21,8.82,7.31,25.97,24.9,6.313373253493014,5.719522471910112,248.0
2015-03-22,72.2,122.12,20.27,8.5,4.4,25.48,24.9,6.313373253493014,5.719522471910112,204.0
2015-03-23,78.47,131.42,23.04,8.6,4.07,27.1,24.8,6.313373253493014,5.719522471910112,271.0
2015-03-24,91.87,179.36,30.01,10.1,7.35,34.78,25.8,6.313373253493014,5.719522471910112,290.0
2015-03-25,107.26,201.08,33.82,11.69,11.82,45.78,26.8,6.313373253493014,5.719522471910112,340.0
2015-03-26,109.78,217.9,33.02,12.67,9.3,40.0,28.6,6.313373253493014,5.719522471910112,358.0
2015-03-27,62.27,117.81,24.76,9.29,10.91,31.08,27.7,6.313373253493014,5.719522471910112,287.0
2015-03-28,102.22,212.96,29.41,10.47,17.16,40.23,26.9,6.313373253493014,5.719522471910112,323.0
2015-03-29,104.36,202.01,33.86,14.42,16.92,32.84,25.0,6.313373253493014,5.719522471910112,360.0
2015-03-30,44.19,57.0,17.6,9.58,7.75,26.81,23.4,10.9,5.719522471910112,268.0
2015-03-31,55.66,78.64,20.13,9.56,9.34,34.15,25.1,0.0,5.719522471910112,283.0
2015-04-01,112.86,167.6,32.71,10.15,19.48,38.45,26.3,6.313373253493014,5.719522471910112,309.0
2015-04-02,78.51,112.78,20.54,6.72,14.37,35.54,28.7,6.313373253493014,5.719522471910112,249.0
2015-04-03,66.52,76.05,18.47,8.24,10.62,24.85,24.4,6.1,5.719522471910112,245.0
2015-04-04,62.56,86.11,24.96,5.52,12.94,27.98,21.0,15.0,5.719522471910112,229.0
2015-04-05,78.61,145.1,27.75,7.97,16.72,40.79,23.4,2.0,5.719522471910112,234.0
2015-04-06,119.7,195.47,32.83,11.01,16.63,30.32,25.1,0.0,5.719522471910112,343.0
2015-04-07,66.09,95.81,24.47,7.29,8.34,43.23,23.9,0.0,5.719522471910112,262.0
2015-04-08,95.34,120.2,34.72,9.28,17.99,61.68,25.2,0.0,5.719522471910112,308.0
2015-04-09,63.57,148.17,35.15,6.57,10.48,35.18,25.8,0.0,5.719522471910112,293.0
2015-04-10,96.56,203.67,52.77,4.63,15.8,59.88,27.1,6.313373253493014,5.719522471910112,290.0
2015-04-11,131.39,234.65,59.52,5.84,21.5,73.72,28.2,6.313373253493014,5.719522471910112,375.0
2015-04-12,75.35,91.73,45.3,7.73,13.08,49.21,24.3,2.0,5.719522471910112,293.0
2015-04-13,86.49,116.62,50.3,3.67,14.99,62.52,24.9,0.0,5.719522471910112,247.0
2015-04-14,77.07,132.68,42.65,6.85,14.04,55.44,26.4,2.0,5.719522471910112,232.0
2015-04-15,98.79,161.43,47.41,11.65,13.75,31.14,27.6,0.0,5.719522471910112,316.0
2015-04-16,81.81,164.56,44.06,5.94,21.44,59.29,25.2,6.313373253493014,5.719522471910112,295.0
2015-04-17,65.78,180.67,40.09,7.38,14.34,54.47,28.0,6.313373253493014,5.719522471910112,246.0
2015-04-18,119.82,268.65,51.11,8.21,17.21,65.72,30.2,6.313373253493014,5.719522471910112,378.0
2015-04-19,125.53,308.82,64.73,8.84,18.02,65.08,32.0,6.313373253493014,5.719522471910112,406.0
2015-04-20,121.51,336.63,60.41,6.75,20.98,87.04,32.8,6.313373253493014,5.719522471910112,392.0
2015-04-21,114.5,327.81,50.7,6.84,19.38,74.49,31.8,6.313373253493014,5.719522471910112,391.0
2015-04-22,101.83,279.41,55.27,7.36,19.29,69.41,30.8,6.313373253493014,5.719522471910112,368.0
2015-04-23,118.57,273.68,76.46,6.58,21.81,76.14,30.8,6.313373253493014,5.719522471910112,365.0
2015-04-24,143.22,313.53,88.61,6.42,26.89,89.42,31.1,6.313373253493014,5.719522471910112,383.0
2015-04-25,106.76,318.88,58.87,6.75,17.56,93.54,30.4,6.313373253493014,5.719522471910112,367.0
2015-04-26,65.36,160.3,31.23,8.44,12.67,77.43,28.8,6.313373253493014,5.719522471910112,334.0
2015-04-27,67.08,174.5,35.54,4.76,11.92,70.74,30.2,6.313373253493014,5.719522471910112,258.0
2015-04-28,81.37,141.25,34.88,4.67,13.97,70.42,31.1,0.0,5.719522471910112,234.0
2015-04-29,63.76,131.56,42.98,7.16,13.98,61.86,31.4,6.313373253493014,5.719522471910112,257.0
2015-04-30,60.56,171.42,43.9,7.33,12.85,60.18,32.7,6.313373253493014,5.719522471910112,259.0
2015-05-01,76.1,192.81,42.99,7.63,13.1,53.16,31.2,6.313373253493014,5.719522471910112,279.0
2015-05-02,72.66,206.1,62.09,9.46,16.16,43.06,30.2,0.3,5.719522471910112,312.0
2015-05-03,121.94,334.02,83.3,11.95,19.43,41.71,30.9,0.0,5.719522471910112,372.0
2015-05-04,108.98,326.71,85.5,8.08,17.53,37.7,30.8,6.313373253493014,5.719522471910112,387.0
2015-05-05,145.99,366.85,107.85,6.65,26.0,50.27,32.3,6.313373253493014,5.719522471910112,408.0
2015-05-06,171.33,346.98,87.88,7.1,25.26,92.66,34.2,6.313373253493014,5.719522471910112,398.0
2015-05-07,117.76,343.12,63.18,9.64,24.63,75.6,35.7,6.313373253493014,5.719522471910112,403.0
2015-05-08,90.66,305.38,56.54,6.65,20.79,74.84,34.1,6.313373253493014,5.719522471910112,361.0
2015-05-09,106.4,285.38,63.57,9.35,18.15,76.38,35.0,6.313373253493014,5.719522471910112,378.0
2015-05-10,101.21,283.47,57.51,10.6,16.92,67.97,35.1,6.313373253493014,5.719522471910112,381.0
2015-05-11,97.57,336.82,42.7,8.79,15.11,87.93,34.4,0.0,5.719522471910112,388.0
2015-05-12,96.34,293.26,43.04,6.27,10.84,83.43,33.1,6.313373253493014,5.719522471910112,346.0
2015-05-13,83.42,174.52,48.61,8.14,9.08,55.62,28.2,6.313373253493014,5.719522471910112,328.0
2015-05-14,78.06,196.08,42.22,7.24,10.42,57.1,29.9,6.313373253493014,5.719522471910112,291.0
2015-05-15,97.87,240.34,63.55,10.81,15.02,77.87,28.7,6.313373253493014,5.719522471910112,396.0
2015-05-16,77.52,186.28,75.5,6.17,15.03,73.24,30.1,6.313373253493014,5.719522471910112,297.0
2015-05-17,97.16,188.39,57.63,8.4,20.15,70.29,33.2,6.313373253493014,5.719522471910112,345.0
2015-05-18,66.85,172.35,47.64,7.46,15.04,79.02,35.6,6.313373253493014,5.719522471910112,296.0
2015-05-19,89.85,240.31,75.47,8.04,14.58,79.55,31.4,6.313373253493014,5.719522471910112,319.0
2015-05-20,67.41,176.25,52.69,6.11,20.3,57.17,33.2,6.313373253493014,5.719522471910112,282.0
2015-05-21,75.54,335.13,53.03,8.25,14.85,42.61,35.8,6.313373253493014,5.719522471910112,352.0
2015-05-22,67.91,235.99,56.84,8.32,14.77,64.34,36.3,6.313373253493014,5.719522471910112,338.0
2015-05-23,69.02,313.73,52.79,7.06,10.73,66.63,37.3,6.313373253493014,5.719522471910112,321.0
2015-05-24,79.1,251.52,56.29,8.56,18.96,60.08,36.2,6.313373253493014,5.719522471910112,295.0
2015-05-25,117.27,340.66,60.65,7.66,11.78,95.72,37.8,6.313373253493014,5.719522471910112,344.0
2015-05-26,96.09,311.08,51.77,5.25,9.9,79.4,36.7,6.313373253493014,5.719522471910112,337.0
2015-05-27,84.71,231.35,70.43,8.54,17.48,80.71,33.7,6.313373253493014,5.719522471910112,355.0
2015-05-28,182.76,436.17,72.67,6.89,14.33,83.33,35.1,6.313373253493014,5.719522471910112,371.0
2015-05-29,106.61,275.6,64.94,8.48,12.9,76.1,35.1,6.313373253493014,5.719522471910112,414.0
2015-05-30,92.68,239.12,65.26,7.59,17.68,69.95,35.3,6.313373253493014,5.719522471910112,366.0
2015-05-31,73.62,236.8,41.86,7.12,13.08,87.47,35.3,6.313373253493014,5.719522471910112,346.0
2015-06-01,49.42,175.39,48.55,5.03,9.96,72.89,30.0,0.0,5.719522471910112,289.0
2015-06-02,52.51,117.86,54.29,6.67,6.73,56.2,31.6,3.0,5.719522471910112,297.0
2015-06-03,65.28,137.7,65.25,4.98,6.31,41.92,28.7,0.5,5.719522471910112,268.0
2015-06-04,85.45,170.55,62.38,3.83,5.53,63.0,31.8,0.0,5.719522471910112,259.0
2015-06-05,83.02,241.67,62.63,11.36,4.12,52.03,32.8,6.313373253493014,5.719522471910112,327.0
2015-06-06,44.54,119.29,46.37,11.94,7.37,37.09,33.3,6.313373253493014,5.719522471910112,384.0
2015-06-07,85.03,186.2,77.07,3.51,9.53,88.63,35.1,6.313373253493014,5.719522471910112,299.0
2015-06-08,137.7,269.3,109.34,1.56,10.44,86.2,36.3,6.313373253493014,5.719522471910112,282.0
2015-06-09,136.05,393.7,76.88,1.38,8.84,58.0,37.5,6.313373253493014,5.719522471910112,442.0
2015-06-10,63.77,166.31,31.27,2.58,5.91,56.84,36.7,6.313373253493014,5.719522471910112,309.0
2015-06-11,115.57,259.73,32.99,1.24,6.02,138.5,35.8,6.313373253493014,5.719522471910112,270.0
2015-06-12,83.29,180.06,36.36,1.19,5.52,68.6,35.8,6.313373253493014,5.719522471910112,239.0
2015-06-13,73.7,158.24,52.9,1.36,5.34,53.02,31.9,0.0,5.719522471910112,214.0
2015-06-14,74.56,121.44,68.76,1.35,5.33,60.88,27.0,25.9,5.719522471910112,166.0
2015-06-15,106.11,206.42,72.79,1.62,6.3,86.86,30.8,1.0,5.719522471910112,234.0
2015-06-16,132.21,282.05,81.57,1.73,6.16,82.42,32.3,0.0,5.719522471910112,331.0
2015-06-17,123.56,271.79,70.96,1.57,6.95,74.01,33.7,6.313373253493014,5.719522471910112,327.0
2015-06-18,132.21,268.84,94.25,1.82,9.31,87.24,35.1,6.313373253493014,5.719522471910112,313.0
2015-06-19,110.65,216.46,65.21,1.38,7.8,76.58,35.9,6.313373253493014,5.719522471910112,284.0
2015-06-20,80.31,160.22,52.7,1.29,10.22,69.37,33.0,6.313373253493014,5.719522471910112,239.0
2015-06-21,59.73,82.7,50.78,1.59,6.11,52.78,30.3,6.313373253493014,5.719522471910112,149.0
2015-06-22,85.4,139.2,58.88,1.34,6.18,59.49,32.0,6.313373253493014,5.719522471910112,172.0
2015-06-23,101.99,152.18,61.18,1.41,7.9,77.04,31.7,6.313373253493014,5.719522471910112,226.0
2015-06-24,126.07,214.45,60.31,1.37,8.09,83.13,29.7,6.313373253493014,5.719522471910112,261.0
2015-06-25,37.59,62.38,44.72,1.25,7.67,46.7,26.5,21.1,5.719522471910112,188.0
2015-06-26,76.0,182.48,46.88,1.04,6.84,60.99,31.5,0.3,5.719522471910112,192.0
2015-06-27,69.46,195.2,38.55,1.01,7.28,53.19,32.7,0.0,5.719522471910112,207.0
2015-06-28,79.84,214.78,47.19,1.13,7.53,58.34,34.4,6.313373253493014,5.719522471910112,219.0
2015-06-29,48.5,96.78,38.37,1.07,7.74,52.21,31.1,0.0,5.719522471910112,193.0
2015-06-30,53.79,109.92,46.06,1.05,9.15,58.33,31.0,0.0,5.719522471910112,170.0
2015-07-01,57.99,135.43,49.64,1.06,8.88,61.42,31.9,6.313373253493014,5.719522471910112,185.0
2015-07-02,67.12,175.9,52.45,1.12,6.86,61.7,33.8,6.313373253493014,5.719522471910112,220.0
2015-07-03,65.25,219.31,37.09,0.99,8.91,59.66,33.4,6.313373253493014,5.719522471910112,225.0
2015-07-04,88.75,212.16,35.54,0.98,7.24,56.61,34.1,6.313373253493014,5.719522471910112,250.0
2015-07-05,135.92,435.2,36.89,1.17,6.42,58.36,35.3,6.313373253493014,5.719522471910112,282.0
2015-07-06,60.27,143.86,44.07,1.1,7.91,58.07,27.8,6.1,5.719522471910112,298.0
2015-07-07,52.2,78.64,51.7,1.34,7.82,53.72,28.3,10.9,5.719522471910112,175.0
2015-07-08,67.92,127.38,52.69,1.17,7.94,53.94,31.2,26.9,5.719522471910112,217.0
2015-07-09,65.95,128.93,53.39,1.4,7.86,42.58,29.7,1.0,5.719522471910112,234.0
2015-07-10,47.68,95.1,46.71,1.26,8.97,35.79,27.0,1.0,5.719522471910112,188.0
2015-07-11,29.08,41.31,51.39,7.23,8.61,54.03,25.5,93.0,5.719522471910112,253.0
2015-07-12,32.29,34.16,32.77,1.27,7.15,40.41,25.5,69.1,5.719522471910112,198.0
2015-07-13,36.68,54.36,37.71,1.3,8.11,37.7,29.9,7.1,5.719522471910112,148.0
2015-07-14,44.48,112.83,43.46,1.3,8.04,46.71,31.0,0.0,5.719522471910112,141.0
2015-07-15,63.79,243.97,38.05,1.07,9.62,52.2,33.4,6.313373253493014,5.719522471910112,218.0
2015-07-16,77.2,244.69,36.72,1.02,10.29,72.44,31.8,6.313373253493014,5.719522471910112,268.0
2015-07-17,77.99,148.95,42.07,1.88,12.46,61.43,30.9,0.3,5.719522471910112,232.0
2015-07-18,71.11,148.87,48.79,1.84,10.77,56.32,29.6,0.0,5.719522471910112,204.0
2015-07-19,67.39,144.11,52.87,1.28,10.4,59.05,30.1,2.0,5.719522471910112,220.0
2015-07-20,49.58,83.22,62.37,1.24,10.17,61.55,29.1,3.0,5.719522471910112,223.0
2015-07-21,40.97,78.76,46.3,1.14,12.19,46.98,31.5,4.1,5.719522471910112,218.0
2015-07-22,38.97,85.89,41.41,2.73,20.43,44.49,32.2,0.0,5.719522471910112,165.0
2015-07-23,34.02,81.25,39.98,2.42,16.71,49.72,32.1,6.313373253493014,5.719522471910112,155.0
2015-07-24,46.13,94.49,43.99,0.98,16.01,47.11,32.0,6.313373253493014,5.719522471910112,154.0
2015-07-25,46.01,97.0,42.86,1.0,15.58,45.9,31.3,6.313373253493014,5.719522471910112,184.0
2015-07-26,29.81,86.01,30.66,0.81,15.09,40.73,30.0,6.1,5.719522471910112,150.0
2015-07-27,22.82,53.28,33.21,0.83,12.69,36.65,29.7,4.1,5.719522471910112,125.0
2015-07-28,24.69,51.98,40.25,0.74,7.61,38.49,29.5,0.3,5.719522471910112,160.0
2015-07-29,29.04,56.7,35.69,0.66,9.68,35.89,28.6,0.0,5.719522471910112,142.0
2015-07-30,25.76,47.91,32.96,1.2,9.49,26.26,29.0,0.0,5.719522471910112,181.0
2015-07-31,37.85,122.18,35.9,1.6,9.7,36.57,28.9,0.5,5.719522471910112,196.0
2015-08-01,41.32,126.33,35.14,1.08,10.8,41.27,28.4,2.0,5.719522471910112,181.0
2015-08-02,47.81,123.24,37.96,0.82,10.27,46.38,29.8,0.3,5.719522471910112,213.0
2015-08-03,56.02,154.28,40.17,0.78,8.75,45.97,31.6,0.0,5.719522471910112,175.0
2015-08-04,54.46,136.88,46.74,1.21,9.72,56.88,31.2,6.313373253493014,5.719522471910112,184.0
2015-08-05,59.13,117.08,52.78,1.67,10.41,54.66,29.9,0.3,5.719522471910112,228.0
2015-08-06,65.47,126.56,52.51,1.17,10.73,60.57,29.8,15.0,5.719522471910112,214.0
2015-08-07,64.58,154.92,48.24,1.75,10.22,68.17,29.4,0.0,5.719522471910112,254.0
2015-08-08,70.05,149.92,50.51,2.26,7.68,62.76,28.8,16.0,5.719522471910112,258.0
2015-08-09,55.51,105.17,39.47,1.24,5.83,45.4,27.5,30.0,5.719522471910112,244.0
2015-08-10,82.27,140.54,45.46,1.43,6.9,61.52,30.5,40.9,5.719522471910112,209.0
2015-08-11,77.04,137.74,49.43,2.11,6.23,62.67,28.4,99.3,5.719522471910112,283.0
2015-08-12,52.45,87.66,45.71,1.3,6.69,55.37,30.5,6.1,5.719522471910112,223.0
2015-08-13,61.66,116.55,52.76,1.16,9.82,80.63,31.9,0.0,5.719522471910112,205.0
2015-08-14,65.67,159.75,50.96,1.52,10.82,69.27,30.8,6.313373253493014,5.719522471910112,252.0
2015-08-15,51.4,91.81,44.4,0.94,10.53,44.93,28.4,6.313373253493014,5.719522471910112,198.0
2015-08-16,55.71,93.33,48.39,1.06,10.46,44.79,28.6,6.313373253493014,5.719522471910112,197.0
2015-08-17,61.84,134.2,44.41,1.09,11.22,45.05,30.7,6.1,5.719522471910112,184.0
2015-08-18,60.65,126.2,56.15,1.02,12.39,48.86,29.3,0.0,5.719522471910112,197.0
2015-08-19,34.42,124.17,36.47,0.87,9.63,38.86,31.5,2.0,5.719522471910112,140.0
2015-08-20,40.83,210.86,32.0,0.78,11.59,42.13,30.8,0.0,5.719522471910112,232.0
2015-08-21,50.97,214.05,35.87,1.12,12.09,57.47,29.4,6.313373253493014,5.719522471910112,271.0
2015-08-22,46.74,149.06,40.28,0.9,9.56,52.48,30.1,6.313373253493014,5.719522471910112,207.0
2015-08-23,44.67,138.12,33.76,0.78,9.53,33.94,29.9,6.313373253493014,5.719522471910112,127.0
2015-08-24,37.39,108.4,44.61,0.97,10.67,38.73,30.7,55.9,5.719522471910112,123.0
2015-08-25,52.06,222.39,39.88,0.93,9.12,44.9,32.0,0.0,5.719522471910112,175.0
2015-08-26,57.52,236.94,37.85,1.08,9.36,40.43,31.9,6.313373253493014,5.719522471910112,245.0
2015-08-27,61.47,237.68,40.41,1.35,10.59,56.61,32.4,6.313373253493014,5.719522471910112,248.0
2015-08-28,77.76,206.22,50.74,1.64,11.92,64.07,32.2,6.313373253493014,5.719522471910112,247.0
2015-08-29,68.53,260.48,49.3,1.09,11.11,65.56,32.3,6.313373253493014,5.719522471910112,292.0
2015-08-30,57.85,230.76,39.84,1.11,10.39,62.61,32.7,6.313373253493014,5.719522471910112,266.0
2015-08-31,51.67,220.14,32.53,0.96,12.77,60.73,32.2,6.313373253493014,5.719522471910112,288.0
2015-09-01,73.78,230.34,27.42,1.28,10.45,61.33,32.2,6.313373253493014,5.719522471910112,210.0
2015-09-02,97.63,318.24,29.16,1.14,10.79,72.47,31.9,6.313373253493014,5.719522471910112,298.0
2015-09-03,99.5,278.36,35.31,1.17,9.82,72.94,31.4,6.313373253493014,5.719522471910112,315.0
2015-09-04,97.31,284.54,41.7,1.36,14.94,71.5,31.9,6.313373253493014,5.719522471910112,368.0
2015-09-05,76.43,201.89,29.5,1.38,16.93,56.59,31.0,6.313373253493014,5.719522471910112,266.0
2015-09-06,61.69,168.63,27.81,1.19,16.71,49.32,31.3,6.313373253493014,5.719522471910112,174.0
2015-09-07,55.19,179.42,35.49,1.04,12.97,52.24,31.5,6.313373253493014,5.719522471910112,199.0
2015-09-08,63.79,219.51,38.36,1.07,10.92,61.95,31.8,6.313373253493014,5.719522471910112,217.0
2015-09-09,58.48,195.05,36.2,1.02,11.57,68.21,31.0,6.313373253493014,5.719522471910112,238.0
2015-09-10,60.29,184.78,42.1,1.06,11.53,68.49,31.5,6.313373253493014,5.719522471910112,230.0
2015-09-11,67.35,181.99,46.81,1.13,10.98,68.81,30.9,6.313373253493014,5.719522471910112,218.0
2015-09-12,87.55,178.57,54.45,1.22,10.51,69.36,32.3,6.313373253493014,5.719522471910112,226.0
2015-09-13,84.57,171.76,45.36,1.21,9.91,64.05,32.2,6.313373253493014,5.719522471910112,202.0
2015-09-14,111.58,236.34,60.71,1.51,10.43,79.29,31.8,6.313373253493014,5.719522471910112,274.0
2015-09-15,108.78,217.16,56.31,1.37,10.4,75.63,33.0,6.313373253493014,5.719522471910112,289.0
2015-09-16,91.18,190.99,46.44,1.15,9.27,69.61,32.5,6.313373253493014,5.719522471910112,235.0
2015-09-17,104.85,250.21,60.96,1.4,11.68,85.86,31.6,6.313373253493014,5.719522471910112,285.0
